Timestamp,Weight
0.04961442947387695,65.0
0.16166186332702637,65.0
0.29828739166259766,65.0
1.2305948734283447,65.0
2.162576198577881,65.0
3.0947864055633545,65.0
4.027163028717041,65.0
4.959303140640259,65.0
5.891786336898804,65.0
6.824033260345459,65.0
7.75589394569397,65.0
8.68808650970459,65.0
9.620644330978394,67.0
10.55282974243164,71.0
11.485093593597412,65.0
12.416999101638794,65.0
13.349633693695068,65.0
14.281433582305908,65.0
15.214033126831055,65.0
16.14597725868225,65.0
17.07841658592224,65.0
18.01061177253723,65.0
18.942766666412354,65.0
19.875012636184692,65.0
20.807374238967896,65.0
21.739391088485718,65.0
22.671558141708374,65.0
23.60378122329712,65.0
24.53588342666626,65.0
25.4677677154541,65.0
26.40018343925476,65.0
27.332178115844727,65.0
28.264328956604004,65.0
29.196457147598267,65.0
30.128888368606567,65.0
31.060808181762695,65.0
31.992960929870605,65.0
32.92509889602661,65.0
33.85728311538696,65.0
34.78982186317444,65.0
35.72169780731201,65.0
36.653897285461426,65.0
37.58609175682068,65.0
38.518579721450806,65.0
39.45081686973572,65.0
40.383078813552856,65.0
41.315006732940674,65.0
42.24698305130005,65.0
43.179150104522705,65.0
44.111660957336426,65.0
45.0438072681427,65.0
45.97579264640808,65.0
46.907859086990356,65.0
47.840012073516846,65.0
48.772196531295776,65.0
49.70483469963074,65.0
50.636581897735596,65.0
51.56922626495361,65.0
52.50093388557434,65.0
53.433130502700806,65.0
54.36536931991577,65.0
55.29752731323242,65.0
56.229745626449585,65.0
57.16189646720886,65.0
58.09412598609924,65.0
59.02660298347473,65.0
59.95882749557495,65.0
60.89084458351135,65.0
61.82289719581604,65.0
62.75507354736328,65.0
63.6875684261322,65.0
64.6196928024292,65.0
65.55157804489136,65.0
66.4840886592865,65.0
67.41596627235413,65.0
68.34830689430237,65.0
69.28035306930542,65.0
70.21292614936829,65.0
71.14507579803467,65.0
72.07685852050781,65.0
73.00937724113464,65.0
73.94147181510925,65.0
74.87349128723145,67.0
75.8055830001831,68.0
76.73773407936096,66.0
77.66989421844482,65.0
78.60211086273193,65.0
79.53433990478516,65.0
80.46647930145264,65.0
81.3986930847168,65.0
82.33087515830994,65.0
83.26333546638489,65.0
84.19522190093994,65.0
85.12735152244568,65.0
86.05990433692932,65.0
86.99210715293884,65.0
87.92388987541199,65.0
88.8560779094696,65.0
89.78852343559265,65.0
90.72073101997375,65.0
91.65301847457886,65.0
92.58477568626404,68.0
93.51723432540894,72.0
94.449054479599,71.0
95.38158202171326,70.0
96.31354522705078,66.0
97.24568271636963,65.0
98.17782378196716,65.0
99.10999250411987,66.0
100.04245495796204,67.0
100.9744086265564,68.0
101.90655565261841,70.0
102.83891344070435,73.0
103.77094435691833,70.0
104.70307517051697,66.0
